""	"LABNR"	"MATERIAL"	"SPECIES"	"SITE"	"PERIOD"	"CULTURE"	"LATITUDE"	"LONGITUDE"	"METHOD"	"CALAGE"	"CALSTD"	"REFERENCE"	"SIMPERIOD"	"SIMMATERIAL"	"OFFSET"	"COLOR"	"PARTNERAGE"
"St. Walrick.St. Walrick"	"GrN-2996"	"charcoal"	"nd"	"St. Walrick"	"Bronzeage"	"Frühbronzezeit"	51.7861	5.7936	"14C"	4060	120	"Lanting/Mook 1977, 99."	"bronzeage"	"charcoal"	-0.05	"#990033"	3990
"St. Walrick.St. Walrick1"	"GrN-6145"	"charcoal"	"nd"	"St. Walrick"	"Neolithic"	"Glockenbecher"	51.7861	5.7936	"14C"	3990	70	"Lanting/Mook 1977, 91."	"neolithic"	"charcoal"	0.05	"#3058e5"	4060
"Suberde.Suberde"	"I-1867"	"charcoal"	"nd"	"Suberde"	"Neolithic"	"PPN"	37.35	31.93	"14C"	9520	170	"Bordaz 1968, 59"	"neolithic"	"charcoal"	-0.05	"#990033"	8390
"Suberde.Suberde1"	"P-1389"	"charcoal"	"nd"	"Suberde"	"Neolithic"	"PPN"	37.35	31.93	"14C"	8390	90	"Stuckenrath and Lawn 1969, 155"	"neolithic"	"charcoal"	0.05	"#3058e5"	9520
"Sucidava-Celei.Sucidava-Celei"	"Bln-2117"	"nd"	"nd"	"Sucidava-Celei"	"Bronze Age"	"Early Bronze Age"	43.765	24.459	"14C"	5400	70	"Bojadziev 1998"	"bronzeage"	"unknown"	-0.05	"#990033"	4740
"Sucidava-Celei.Sucidava-Celei1"	"Bln-2014"	"nd"	"nd"	"Sucidava-Celei"	"Bronze Age"	"Early Bronze Age"	43.765	24.459	"14C"	4740	90	"Bojadziev 1998"	"bronzeage"	"unknown"	0.05	"#3058e5"	5400
"Südensee.Südensee"	"GrN-6588"	" nd"	"nd"	"Südensee"	"nd"	"nd"	54.7	9.667	"14C"	6890	120	"Bradtmöller 2007"	"other"	"unknown"	-0.05	"#990033"	5450
"Südensee.Südensee1"	"GrN-6591"	" nd"	"nd"	"Südensee"	"Neolithic"	"Trichterbecher"	54.7	9.667	"14C"	5450	100	"Bradtmöller 2007"	"neolithic"	"unknown"	0.05	"#3058e5"	6890
"Sudensee-Damm.Sudensee-Damm"	"GrN-6590"	" nd"	"nd"	"Sudensee-Damm"	"nd"	"nd"	54.7	9.667	"14C"	6870	120	"Bradtmöller 2007"	"other"	"unknown"	-0.05	"#990033"	6870
"Sudensee-Damm.Sudensee-Damm1"	"GrN-6590"	" nd"	"nd"	"Sudensee-Damm"	"nd"	"nd"	54.7	9.667	"14C"	6870	120	"Bradtmöller 2007"	"other"	"unknown"	0.05	"#3058e5"	6870
"Südensee-Damm.Südensee-Damm"	"KN-2006"	"charcoal"	"nd"	"Südensee-Damm"	"Meso/Neo"	"Ertebølle"	54.7032	9.6697	"14C"	7030	110	"Kiel DB 3027"	"other"	"charcoal"	-0.05	"#990033"	5300
"Südensee-Damm.Südensee-Damm1"	"KN-666"	"wood"	"nd"	"Südensee-Damm"	"nd"	"nd"	54.7032	9.6697	"14C"	5300	140	"Bradtmöller 2007"	"other"	"other"	0.05	"#3058e5"	7030
"Sukas.Sukas"	"K-936"	"charcoal"	"Quercus sp."	"Sukas"	"Chalcolithic"	"Chalc."	34.94	35.92	"14C"	6740	130	"Vogel and Waterbolk 1972"	"chalcolithic"	"charcoal"	-0.05	"#990033"	4740
"Sukas.Sukas1"	"nd"	"nd"	"nd"	"Sukas"	"Bronze  Age"	"ED I"	34.93	35.91	"14C"	4740	160	"AAS 1961/62, 133"	"bronzeage"	"unknown"	0.05	"#3058e5"	6740
"Sümeg.Sümeg"	"A-246"	"charcoal"	"nd"	"Sümeg"	"Neolithic"	"Baden"	47	17.25	"14C"	5170	100	"Forenbaher 1993"	"neolithic"	"charcoal"	-0.05	"#990033"	5170
"Sümeg.Sümeg1"	"A-246"	"charcoal"	"nd"	"Sümeg"	"Neolithic"	"Baden"	47	17.25	"14C"	5170	100	"Forenbaher 1993"	"neolithic"	"charcoal"	0.05	"#3058e5"	5170
"Summerston.Summerston"	"AA-28390"	"charcoal"	"hazelnut"	"Summerston"	"nd"	"nd"	55.9147	-4.2723	"14C"	6130	90	"Ashmore, 2004"	"other"	"charcoal"	-0.05	"#990033"	6130
"Summerston.Summerston1"	"AA-28390"	"charcoal"	"hazelnut"	"Summerston"	"nd"	"nd"	55.9147	-4.2723	"14C"	6130	90	"Ashmore, 2004"	"other"	"charcoal"	0.05	"#3058e5"	6130
"Sund.Sund"	"GrA-17692"	"charcoal"	"nd"	"Sund"	"Neolithic"	"nd"	59.1251	12.9459	"14C"	880	50	"Kiel DB 2013"	"neolithic"	"charcoal"	-0.05	"#990033"	880
"Sund.Sund1"	"GrA-17692"	"charcoal"	"nd"	"Sund"	"Neolithic"	"nd"	59.1251	12.9459	"14C"	880	50	"Kiel DB 2013"	"neolithic"	"charcoal"	0.05	"#3058e5"	880
"Süpplingen.Süpplingen"	"KIA-35992"	"charcoal"	"nd"	"Süpplingen"	"Neolithic"	"Michelsberg"	52.2281	10.9039	"14C"	6110	70	"Kiel DB 3031"	"neolithic"	"charcoal"	-0.05	"#990033"	6110
"Süpplingen.Süpplingen1"	"KIA-35992"	"charcoal"	"nd"	"Süpplingen"	"Neolithic"	"Michelsberg"	52.2281	10.9039	"14C"	6110	70	"Kiel DB 3031"	"neolithic"	"charcoal"	0.05	"#3058e5"	6110
"Surdud-1.Surdud-1"	"GX-13782"	"shell"	"nd"	"Surdud-1"	"nd"	"nd"	15.19	42.93	"14C"	7250	110	"--"	"other"	"other"	-0.05	"#990033"	5760
"Surdud-1.Surdud-11"	"Beta-23579"	"shell"	"nd"	"Surdud-1"	"nd"	"nd"	15.22	42.94	"14C"	5760	100	"Tosi 1986, Edens and Wilkinson 1998"	"other"	"other"	0.05	"#3058e5"	7250
"Susa.Susa"	"TUNC-58"	"nd"	"nd"	"Susa"	"Chalcolithic"	"Obeid"	32.1	48.21	"14C"	6480	130	"Hole 1987, 376"	"chalcolithic"	"unknown"	-0.05	"#990033"	5320
"Susa.Susa1"	"TUNC-59"	"nd"	"nd"	"Susa"	"Chalcolithic"	"Uruk"	32.1	48.21	"14C"	5320	160	"Stuckenrath and Mielke 1973, 396 ??"	"chalcolithic"	"unknown"	0.05	"#3058e5"	6480
"Sutton.Sutton"	"I-5067"	"charcoal"	"nd"	"Sutton"	"Epipalaeolithic"	"nd"	53.4006	-7.6103	"14C"	6040	130	"N2639"	"epipalaeolithic"	"charcoal"	-0.05	"#990033"	6040
"Sutton.Sutton1"	"I-5067"	"charcoal"	"nd"	"Sutton"	"Epipalaeolithic"	"nd"	53.4006	-7.6103	"14C"	6040	130	"N2639"	"epipalaeolithic"	"charcoal"	0.05	"#3058e5"	6040
"SvÃ¤linge.SvÃ¤linge"	"St-8402"	"charcoal"	"nd"	"SvÃ¤linge"	"Neolithic"	"Grübchenkeramik"	58.3833	14.8333	"14C"	4550	220	"Kiel DB 2013"	"neolithic"	"charcoal"	-0.05	"#990033"	4550
"SvÃ¤linge.SvÃ¤linge1"	"St-8402"	"charcoal"	"nd"	"SvÃ¤linge"	"Neolithic"	"Grübchenkeramik"	58.3833	14.8333	"14C"	4550	220	"Kiel DB 2013"	"neolithic"	"charcoal"	0.05	"#3058e5"	4550
"Svatovo.Svatovo"	"Ki-586"	"nd"	"nd"	"Svatovo"	"Bronze Age"	"Pit Grave Culture"	49.24	38.07	"14C"	4480	260	"Bojadziev 1998"	"bronzeage"	"unknown"	-0.05	"#990033"	4470
"Svatovo.Svatovo1"	"Ki-585"	"nd"	"nd"	"Svatovo"	"Bronze Age"	"Pit Grave Culture"	49.24	38.07	"14C"	4470	270	"Bojadziev 1998"	"bronzeage"	"unknown"	0.05	"#3058e5"	4480
"Svedala parish, Scania, S. Sweden.Svedala parish, Scania, S. Sweden"	"OxA-2789"	"bone "	"elk   "	"Svedala parish, Scania, S. Sweden"	"Late Palaeolithic[?] (Ahrensburgian?)"	"Aggarp"	55.25	13.6333	"14C"	9340	110	"OxA datelist 20, pp.417-8 (Archaeometry, 37 (1995): 417-30);"	"other"	"bone"	-0.05	"#990033"	9340
"Svedala parish, Scania, S. Sweden.Svedala parish, Scania, S. Sweden1"	"OxA-2789"	"bone "	"elk   "	"Svedala parish, Scania, S. Sweden"	"Late Palaeolithic[?] (Ahrensburgian?)"	"Aggarp"	55.25	13.6333	"14C"	9340	110	"OxA datelist 20, pp.417-8 (Archaeometry, 37 (1995): 417-30);"	"other"	"bone"	0.05	"#3058e5"	9340
"Svenstorp.Svenstorp"	"Lu-12"	"charcoal"	"nd"	"Svenstorp"	"Neolithic"	"nd"	55.517	13.15	"14C"	5480	110	"Kiel DB 2013"	"neolithic"	"charcoal"	-0.05	"#990033"	2190
"Svenstorp.Svenstorp1"	"Lu-17"	"charcoal"	"nd"	"Svenstorp"	"Neolithic"	"Trichterbecher"	55.517	13.15	"14C"	2190	120	"Kiel DB 2013"	"neolithic"	"charcoal"	0.05	"#3058e5"	5480
"Svintuna.Svintuna"	"Ua-6844"	"food remains"	"nd"	"Svintuna"	"Neolithic"	"Grübchenkeramik"	58.6615	16.3914	"14C"	5370	80	"Kiel DB 2013"	"neolithic"	"other"	-0.05	"#990033"	5370
"Svintuna.Svintuna1"	"Ua-6844"	"food remains"	"nd"	"Svintuna"	"Neolithic"	"Grübchenkeramik"	58.6615	16.3914	"14C"	5370	80	"Kiel DB 2013"	"neolithic"	"other"	0.05	"#3058e5"	5370
"Svodin.Svodin"	"Bln-2169"	"nd"	"nd"	"Svodin"	"Chalcolithic"	"Baden"	47.9105	18.4997	"14C"	4810	80	"Stadler 2001"	"chalcolithic"	"unknown"	-0.05	"#990033"	4810
"Svodin.Svodin1"	"Bln-2169"	"nd"	"nd"	"Svodin"	"Chalcolithic"	"Baden"	47.9105	18.4997	"14C"	4810	80	"Stadler 2001"	"chalcolithic"	"unknown"	0.05	"#3058e5"	4810
"Svodín.Svodín"	"Bln-2173"	"nd"	"nd"	"Svodín"	"Chalcolithic"	"Baden"	47.9105	18.4997	"14C"	5110	130	"Němejcová-Pavúková 1981"	"chalcolithic"	"unknown"	-0.05	"#990033"	5020
"Svodín.Svodín1"	"Bln-2174"	"charcoal"	"nd"	"Svodín"	"Chalcolithic"	"Baden"	47.9105	18.4997	"14C"	5020	130	"Němejcová-Pavúková 1981"	"chalcolithic"	"charcoal"	0.05	"#3058e5"	5110
"Sweet Track.Sweet Track"	"Q-1102"	"wood"	"nd"	"Sweet Track"	"Neolithic"	"nd"	51.1585	-2.8266	"14C"	5890	130	"Cambridge XIII, 43"	"neolithic"	"other"	-0.05	"#990033"	5840
"Sweet Track.Sweet Track1"	"Q-1103"	"wood"	"nd"	"Sweet Track"	"Neolithic"	"nd"	51.1585	-2.8266	"14C"	5840	110	"Cambridge XIII, 43"	"neolithic"	"other"	0.05	"#3058e5"	5890
"Swifterband.Swifterband"	"GrN- "	"charcoal"	"nd"	"Swifterband"	"nd"	"Swifterband"	52.568	5.6328	"14C"	8540	50	""	"other"	"charcoal"	-0.05	"#990033"	6010
"Swifterband.Swifterband1"	"GrN- "	"charcoal"	"nd"	"Swifterband"	"nd"	"Swifterband"	52.568	5.6328	"14C"	6010	80	""	"other"	"charcoal"	0.05	"#3058e5"	8540
"Swifterbant.Swifterbant"	"GrN-10355"	"charcoal"	"nd"	"Swifterbant"	"nd"	"nd"	52.5715	5.6428	"14C"	8540	50	"Lanting & van der Plicht 1997/1998"	"other"	"charcoal"	-0.05	"#990033"	5680
"Swifterbant.Swifterbant1"	"GrN-7505"	"peat"	"nd"	"Swifterbant"	"nd"	"nd"	52.5711	5.6419	"14C"	5680	50	"Lanting/Mook 1977, 50."	"other"	"other"	0.05	"#3058e5"	8540
"Swifterbant-Klingenweg.Swifterbant-Klingenweg"	"UtC-12486"	"charcoal"	"nd"	"Swifterbant-Klingenweg"	"Epipalaeolithic"	"nd"	52.5315	5.5618	"14C"	7210	50	"Niekus 2005/2006"	"epipalaeolithic"	"charcoal"	-0.05	"#990033"	7070
"Swifterbant-Klingenweg.Swifterbant-Klingenweg1"	"UtC-12485"	"charcoal"	"nd"	"Swifterbant-Klingenweg"	"Epipalaeolithic"	"nd"	52.5315	5.5618	"14C"	7070	70	"Niekus 2005/2006"	"epipalaeolithic"	"charcoal"	0.05	"#3058e5"	7210
"Synton Moss.Synton Moss"	"BM-2353"	"bone"	"Bos"	"Synton Moss"	"Neolithic"	"nd"	55.4756	-2.8148	"14C"	6140	100	"British Museum XX, 187"	"neolithic"	"bone"	-0.05	"#990033"	6140
"Synton Moss.Synton Moss1"	"BM-2353"	"bone"	"Bos"	"Synton Moss"	"Neolithic"	"nd"	55.4756	-2.8148	"14C"	6140	100	"British Museum XX, 187"	"neolithic"	"bone"	0.05	"#3058e5"	6140
"Szajol-Felsöföld.Szajol-Felsöföld"	"Deb-473"	"bone"	"human"	"Szajol-Felsöföld"	"Neolithic"	"Körös"	47.1712	20.3293	"14C"	7940	220	"Oross 2012"	"neolithic"	"bone"	-0.05	"#990033"	7510
"Szajol-Felsöföld.Szajol-Felsöföld1"	"VERA-3534"	"bone"	"wild boar"	"Szajol-Felsöföld"	"Neolithic"	"Körös"	47.1712	20.3293	"14C"	7510	40	"Oross 2012"	"neolithic"	"bone"	0.05	"#3058e5"	7940
"Szamossalyi.Szamossalyi"	"Bln-404"	"charcoal"	"fraxinus"	"Szamossalyi"	"Neolithic"	"Linienbandkeramik"	47.8833	22.6	"14C"	7020	130	"Berlin Date List II "	"neolithic"	"charcoal"	-0.05	"#990033"	7020
"Szamossalyi.Szamossalyi1"	"Bln-404"	"charcoal"	"fraxinus"	"Szamossalyi"	"Neolithic"	"Linienbandkeramik"	47.8833	22.6	"14C"	7020	130	"Berlin Date List II "	"neolithic"	"charcoal"	0.05	"#3058e5"	7020
"Szarvas 23 .Szarvas 23 "	"OxA-9375"	"bone"	"human"	"Szarvas 23 "	"Neolithic"	"Körös"	46.8594	20.5821	"14C"	7700	60	"Oross 2012"	"neolithic"	"bone"	-0.05	"#990033"	7270
"Szarvas 23 .Szarvas 23 1"	"BM-1865R"	"nd"	"nd"	"Szarvas 23 "	"Neolithic"	"Körös"	46.8594	20.5821	"14C"	7270	180	"Oross 2012"	"neolithic"	"unknown"	0.05	"#3058e5"	7700
"Szczecin-Ustowo.Szczecin-Ustowo"	"Bln-1807"	"bone"	"nd"	"Szczecin-Ustowo"	"Neolithic"	"Trichterbecher-East Group"	53.3823	14.5198	"14C"	5150	130	"Breunig 1987, 159"	"neolithic"	"bone"	-0.05	"#990033"	5150
"Szczecin-Ustowo.Szczecin-Ustowo1"	"Bln-1807"	"bone"	"nd"	"Szczecin-Ustowo"	"Neolithic"	"Trichterbecher-East Group"	53.3823	14.5198	"14C"	5150	130	"Breunig 1987, 159"	"neolithic"	"bone"	0.05	"#3058e5"	5150
"Szentpéterszeg-Körtvélyes.Szentpéterszeg-Körtvélyes"	"Bln-2578"	"charcoal"	"nd"	"Szentpéterszeg-Körtvélyes"	"Neolithic"	"Körös"	47.3086	21.6308	"14C"	7640	50	"Oross, K. – Siklósi, Zs. (2012). Relative and absolute chronology of the Early Neolithic in the Great Hungarian Plain. In Anders, A. - Siklósi, Zs., The First Neolithic Sites in Central/South-East European Transect. Volume III. The Körös Culture in Easter"	"neolithic"	"charcoal"	-0.05	"#990033"	7640
"Szentpéterszeg-Körtvélyes.Szentpéterszeg-Körtvélyes1"	"Bln-2578"	"charcoal"	"nd"	"Szentpéterszeg-Körtvélyes"	"Neolithic"	"Körös"	47.3086	21.6308	"14C"	7640	50	"Oross, K. – Siklósi, Zs. (2012). Relative and absolute chronology of the Early Neolithic in the Great Hungarian Plain. In Anders, A. - Siklósi, Zs., The First Neolithic Sites in Central/South-East European Transect. Volume III. The Körös Culture in Easter"	"neolithic"	"charcoal"	0.05	"#3058e5"	7640
"Szihalom- Sóhajtó.Szihalom- Sóhajtó"	"VERA-855"	"bone"	"nd"	"Szihalom- Sóhajtó"	"Chalcolithic"	"Baden"	47.7749	20.4824	"14C"	5570	70	"Stadler, P. - Draxler, S. - Friesinger, H. - Kutschera, W. - Priller, A. - Rom, W. - Steirer, P. - Wild, M. E. (2000). Status of the Austrian Science Fund Project P-12253 - PHY: Absolute Chronology for Early Civilizations in Austria and Central Europe usi"	"chalcolithic"	"bone"	-0.05	"#990033"	5460
"Szihalom- Sóhajtó.Szihalom- Sóhajtó1"	"VERA-862"	"charcoal"	"quercus"	"Szihalom- Sóhajtó"	"Chalcolithic"	"Baden"	47.7749	20.4824	"14C"	5460	100	"Stadler, P. - Draxler, S. - Friesinger, H. - Kutschera, W. - Priller, A. - Rom, W. - Steirer, P. - Wild, M. E. (2000). Status of the Austrian Science Fund Project P-12253 - PHY: Absolute Chronology for Early Civilizations in Austria and Central Europe usi"	"chalcolithic"	"charcoal"	0.05	"#3058e5"	5570
"Szolnok- Szanda.Szolnok- Szanda"	"Bln-1938"	"charcoal"	"nd"	"Szolnok- Szanda"	"Neolithic"	"Körös"	47.1156	20.2188	"14C"	7830	90	"Oross 2012"	"neolithic"	"charcoal"	-0.05	"#990033"	7460
"Szolnok- Szanda.Szolnok- Szanda1"	"OxA-23752"	"bone"	"nd"	"Szolnok- Szanda"	"Neolithic"	"Körös"	47.1156	20.2188	"14C"	7460	30	"Oross 2012"	"neolithic"	"bone"	0.05	"#3058e5"	7830
"Tabaqat al-Buma.Tabaqat al-Buma"	"TO-987"	"bone"	"Gazella"	"Tabaqat al-Buma"	"EP"	"Kebaran"	32.53	35.71	"14C"	13010	120	"--"	"other"	"bone"	-0.05	"#990033"	7090
"Tabaqat al-Buma.Tabaqat al-Buma1"	"TO-3408"	"charcoal"	"nd"	"Tabaqat al-Buma"	"Neolithic"	"PN"	32.53	35.71	"14C"	7090	100	"Banning et al. 1994, 155"	"neolithic"	"charcoal"	0.05	"#3058e5"	13010
"Tågarp.Tågarp"	"Lu-473"	"bone"	"human"	"Tågarp"	"Neolithic"	"nd"	55.9334	12.9504	"14C"	4740	110	"Kiel DB 2013"	"neolithic"	"bone"	-0.05	"#990033"	3000
"Tågarp.Tågarp1"	"Lu-471"	"charcoal"	"human"	"Tågarp"	"Neolithic"	"nd"	55.9334	12.9504	"14C"	3000	80	"Kiel DB 2013"	"neolithic"	"charcoal"	0.05	"#3058e5"	4740
"Tagerup.Tagerup"	"Ua-25206"	" nd"	"nd"	"Tagerup"	"Epipalaeolithic"	"Kongemose"	55.8565	12.9383	"14C"	9000	170	"Karsten and Knarrström 2001"	"epipalaeolithic"	"unknown"	-0.05	"#990033"	4120
"Tagerup.Tagerup1"	"Ua-25470"	" nd"	"nd"	"Tagerup"	"Epipalaeolithic"	"Kongemose"	55.8565	12.9383	"14C"	4120	120	"Karsten and Knarrström 2001"	"epipalaeolithic"	"unknown"	0.05	"#3058e5"	9000
"Talheim.Talheim"	"VERA-2047"	"bone"	"human"	"Talheim"	"Neolithic"	"Linienbandkeramik"	49.085	9.195	"14C"	7050	80	"Wild et al., RC Vol 46, 1, 377-385 (2004)"	"neolithic"	"bone"	-0.05	"#990033"	6750
"Talheim.Talheim1"	"VERA-2021"	"bone"	"human"	"Talheim"	"Neolithic"	"Linienbandkeramik"	49.085	9.195	"14C"	6750	50	"Wild et al., RC Vol 46, 1, 377-385 (2004)"	"neolithic"	"bone"	0.05	"#3058e5"	7050
"Talianki.Talianki"	"Ki-16026"	"bone"	"animal"	"Talianki"	"nd"	"Tripolje"	48.8061	30.5249	"14C"	5750	100	"Rassamakin 2011"	"other"	"bone"	-0.05	"#990033"	5200
"Talianki.Talianki1"	"Ki-15994"	"bone"	"animal"	"Talianki"	"nd"	"Tripolje"	48.8061	30.5249	"14C"	5200	120	"Rassamakin 2011"	"other"	"bone"	0.05	"#3058e5"	5750
"Tal-i Iblis.Tal-i Iblis"	"GX-869"	"nd"	"nd"	"Tal-i Iblis"	"Chalcolithic"	"nd"	32.2	48.2166	"14C"	7090	160	"Caldwell 1967, 30"	"chalcolithic"	"unknown"	-0.05	"#990033"	6220
"Tal-i Iblis.Tal-i Iblis1"	"GX-868"	"nd"	"nd"	"Tal-i Iblis"	"Chalcolithic"	"nd"	32.2	48.2166	"14C"	6220	140	"Caldwell 1967, 29"	"chalcolithic"	"unknown"	0.05	"#3058e5"	7090
"Tal-i Jari A.Tal-i Jari A"	"AA-63492"	"bone"	"nd"	"Tal-i Jari A"	"nd"	"nd"	29.9333	52.8833	"14C"	7180	90	"Marshall 2012"	"other"	"bone"	-0.05	"#990033"	6850
"Tal-i Jari A.Tal-i Jari A1"	"Beta-210982"	"seed"	"nd"	"Tal-i Jari A"	"nd"	"nd"	29.9333	52.8833	"14C"	6850	60	"Marshall 2012"	"other"	"other"	0.05	"#3058e5"	7180
"Tal-i Jari B.Tal-i Jari B"	"AA-65264"	"bone"	"nd"	"Tal-i Jari B"	"nd"	"nd"	29.9334	52.8832	"14C"	8100	60	"Marshall 2012"	"other"	"bone"	-0.05	"#990033"	7710
"Tal-i Jari B.Tal-i Jari B1"	"AA-56413"	"bone"	"nd"	"Tal-i Jari B"	"nd"	"nd"	29.9334	52.8832	"14C"	7710	60	"Marshall 2012"	"other"	"bone"	0.05	"#3058e5"	8100
"Tal-i Mushki.Tal-i Mushki"	"AA-63493"	"bone"	"nd"	"Tal-i Mushki"	"nd"	"nd"	26.7666	52.8833	"14C"	8500	70	"Marshall 2012"	"other"	"bone"	-0.05	"#990033"	8050
"Tal-i Mushki.Tal-i Mushki1"	"Beta-207563"	"seed"	"nd"	"Tal-i Mushki"	"nd"	"nd"	26.7666	52.8833	"14C"	8050	60	"Marshall 2012"	"other"	"other"	0.05	"#3058e5"	8500
"Tall-i-Malyan.Tall-i-Malyan"	"P-2187"	"charcoal"	"nd"	"Tall-i-Malyan"	"nd"	"Banesh"	30.1	52.41	"14C"	4970	90	"Fishman 1978"	"other"	"charcoal"	-0.05	"#990033"	3260
"Tall-i-Malyan.Tall-i-Malyan1"	"P-2061"	"charcoal"	"nd"	"Tall-i-Malyan"	"nd"	"nd"	30.1	52.41	"14C"	3260	80	"Fishman 1978"	"other"	"charcoal"	0.05	"#3058e5"	4970
"TÃ¸mmerup mose VII.TÃ¸mmerup mose VII"	"K-6450"	"food remains"	"nd"	"TÃ¸mmerup mose VII"	"Neolithic"	"Trichterbecher-North Group"	55.5902	11.5022	"14C"	5530	110	"Kiel DB 3845"	"neolithic"	"other"	-0.05	"#990033"	5530
"TÃ¸mmerup mose VII.TÃ¸mmerup mose VII1"	"K-6450"	"food remains"	"nd"	"TÃ¸mmerup mose VII"	"Neolithic"	"Trichterbecher-North Group"	55.5902	11.5022	"14C"	5530	110	"Kiel DB 3845"	"neolithic"	"other"	0.05	"#3058e5"	5530
"Tankardstown Site 4/2.Tankardstown Site 4/2"	"GrA-14713"	"charcoal"	"nd"	"Tankardstown Site 4/2"	"Neolithic"	"nd"	52.4042	-8.6113	"14C"	5830	70	"Radon 2013"	"neolithic"	"charcoal"	-0.05	"#990033"	5560
"Tankardstown Site 4/2.Tankardstown Site 4/21"	"OxA-1477"	"grain"	"triticum dicoccum"	"Tankardstown Site 4/2"	"Neolithic"	"nd"	52.4042	-8.6113	"14C"	5560	90	"R584282"	"neolithic"	"other"	0.05	"#3058e5"	5830
"Tape-Lebö-A.Tape-Lebö-A"	"Deb-1643"	"charcoal"	"nd"	"Tape-Lebö-A"	"Neolithic"	"Early Tisza"	46.2461	20.3129	"14C"	7320	70	"Yerkes 2009"	"neolithic"	"charcoal"	-0.05	"#990033"	6670
"Tape-Lebö-A.Tape-Lebö-A1"	"Deb-1186"	"nd"	"nd"	"Tape-Lebö-A"	"Neolithic"	"Early Tisza"	46.2461	20.3129	"14C"	6670	80	"Yerkes 2009"	"neolithic"	"unknown"	0.05	"#3058e5"	7320
"Tara.Tara"	"D-43"	"charcoal"	"nd"	"Tara"	"Neolithic"	"nd"	53.58	-6.6123	"14C"	4840	240	"N919598"	"neolithic"	"charcoal"	-0.05	"#990033"	4570
"Tara.Tara1"	"D-42"	"charcoal"	"nd"	"Tara"	"Neolithic"	"nd"	53.58	-6.6123	"14C"	4570	220	"N919598"	"neolithic"	"charcoal"	0.05	"#3058e5"	4840
"Tarnabod.Tarnabod"	"Bln-123"	"pottery"	"nd"	"Tarnabod"	"Neolithic"	"Linienbandkeramik"	47.6833	20.2167	"14C"	7180	130	"Kohl 1966"	"neolithic"	"other"	-0.05	"#990033"	7180
"Tarnabod.Tarnabod1"	"Bln-123"	"pottery"	"nd"	"Tarnabod"	"Neolithic"	"Linienbandkeramik"	47.6833	20.2167	"14C"	7180	130	"Kohl 1966"	"neolithic"	"other"	0.05	"#3058e5"	7180
"Tarnazsadany.Tarnazsadany"	"Bln-676"	"organic temper"	"nd"	"Tarnazsadany"	"Neolithic"	"Szakalhat"	47.65	20.15	"14C"	7050	110	"Berlin Date List IV"	"neolithic"	"other"	-0.05	"#990033"	7000
"Tarnazsadany.Tarnazsadany1"	"Bln-506"	"charcoal"	"Quercus"	"Tarnazsadany"	"Neolithic"	"Szakalhat"	47.65	20.15	"14C"	7000	140	"Berlin Date List IV"	"neolithic"	"charcoal"	0.05	"#3058e5"	7050
"Tarpesti    .Tarpesti    "	"Bln-801"	"nd"	"nd"	"Tarpesti    "	"Neolithic"	"Linienbandkeramik"	47.155	26.431	"14C"	7140	120	"Boyadjiev 1990"	"neolithic"	"unknown"	-0.05	"#990033"	6330
"Tarpesti    .Tarpesti    1"	"GrN-4424"	"charcoal"	"nd"	"Tarpesti    "	"Neolithic"	"Precucuteni"	47.155	26.431	"14C"	6330	80	"Mantu 2000"	"neolithic"	"charcoal"	0.05	"#3058e5"	7140
"Tarrerón.Tarrerón"	"I-4030"	"charcoal"	"nd"	"Tarrerón"	"Neolithic"	"pottery"	43.1371	-3.498	"14C"	6590	140	"Gehlen 2010"	"neolithic"	"charcoal"	-0.05	"#990033"	6590
"Tarrerón.Tarrerón1"	"I-4030"	"charcoal"	"nd"	"Tarrerón"	"Neolithic"	"pottery"	43.1371	-3.498	"14C"	6590	140	"Gehlen 2010"	"neolithic"	"charcoal"	0.05	"#3058e5"	6590
"Tastum.Tastum"	"K-2672"	"charcoal"	"nd"	"Tastum"	"Neolithic"	"Trichterbecher"	56.517	9.067	"14C"	4440	100	"Malmros and Tauber 1975, 87"	"neolithic"	"charcoal"	-0.05	"#990033"	4440
"Tastum.Tastum1"	"K-2672"	"charcoal"	"nd"	"Tastum"	"Neolithic"	"Trichterbecher"	56.517	9.067	"14C"	4440	100	"Malmros and Tauber 1975, 87"	"neolithic"	"charcoal"	0.05	"#3058e5"	4440
"Tatarauca Noua XIV.Tatarauca Noua XIV"	"Gd-9697"	"bone"	"nd"	"Tatarauca Noua XIV"	"PN"	"nd"	48.5532	29.342	"14C"	6140	180	"Wechler 2001"	"other"	"bone"	-0.05	"#990033"	6140
"Tatarauca Noua XIV.Tatarauca Noua XIV1"	"Gd-9697"	"bone"	"nd"	"Tatarauca Noua XIV"	"PN"	"nd"	48.5532	29.342	"14C"	6140	180	"Wechler 2001"	"other"	"bone"	0.05	"#3058e5"	6140
"Tatarauca Noua XV.Tatarauca Noua XV"	"KIA-3705b"	"organic temper"	"nd"	"Tatarauca Noua XV"	"PN"	"nd"	48.5522	29.343	"14C"	7280	90	"Wechler 2001"	"other"	"other"	-0.05	"#990033"	5980
"Tatarauca Noua XV.Tatarauca Noua XV1"	"Gd-9693"	"bone"	"nd"	"Tatarauca Noua XV"	"PN"	"nd"	48.5522	29.343	"14C"	5980	200	"Wechler 2001"	"other"	"bone"	0.05	"#3058e5"	7280
