""	"LABNR"	"SITE"	"LATITUDE"	"LONGITUDE"	"CALAGE"	"REFERENCE"	"OFFSET"	"COLOR"	"PARTNERAGE"
"Villagio Scaramella.Villagio Scaramella"	"R-351"	"Villagio Scaramella"	41.4986	15.6911	7450	"Rome Datelist VII"	-0.05	"#FF3300"	7450
"Villagio Scaramella.Villagio Scaramella1"	"R-351"	"Villagio Scaramella"	41.4986	15.6911	7450	"Rome Datelist VII"	0.05	"#3058e5"	7450
"Villeneuve-la-Guyard"	"Ly-4503"	"Villeneuve-la-Guyard"	48.34	3.08	7590	"Bosset 2010"	0.05	"#3058e5"	7590
"Villingebaek  .Villingebaek  "	"K-1334"	"Villingebaek  "	56.091	12.401	8050	"Copenhagen datelist 10, pp.90-1 (Radiocarbon, 15 (1973): 86-112): Kapel 1967, 1969."	-0.05	"#FF3300"	7850
"Villingebaek  .Villingebaek  1"	"K-1486"	"Villingebaek  "	56.091	12.401	7850	"Copenhagen datelist 10, pp.90-1 (Radiocarbon, 15 (1973): 86-112): Kapel 1967, 1969."	0.05	"#3058e5"	8050
"Vinča-Belo Brdo.Vinča-Belo Brdo"	"OxA-15996"	"Vinča-Belo Brdo"	44.7614	20.623	7340	"Borić 2009"	-0.05	"#FF3300"	6450
"Vinča-Belo Brdo.Vinča-Belo Brdo1"	"Hd-17401"	"Vinča-Belo Brdo"	44.7614	20.623	6450	"Schier 1995"	0.05	"#3058e5"	7340
"Vindinge C"	"K-2127"	"Vindinge C"	55.6236	12.1364	5100	"Midgley 1992, 498; Hansen 1972."	0.05	"#3058e5"	5100
"Vindinge I"	"K-2128"	"Vindinge I"	55.6236	12.1364	5050	"Midgley 1992, 498; Hansen 1972."	0.05	"#3058e5"	5050
"Vinelz.Vinelz"	"B-778"	"Vinelz"	47.0333	7.0666	4700	"Breunig 1987, 206"	-0.05	"#FF3300"	4700
"Vinelz.Vinelz1"	"B-778"	"Vinelz"	47.0333	7.0666	4700	"Breunig 1987, 206"	0.05	"#3058e5"	4700
"Vinkovci.Vinkovci"	"Z-1817"	"Vinkovci"	45.27	18.82	4200	"Benkö 1989"	-0.05	"#FF3300"	4200
"Vinkovci.Vinkovci1"	"Z-1817"	"Vinkovci"	45.27	18.82	4200	"Benkö 1989"	0.05	"#3058e5"	4200
"Vinkovci-Sopot.Vinkovci-Sopot"	"Beta-251911"	"Vinkovci-Sopot"	45.2628	18.7735	7930	"Škrivanko 2011"	-0.05	"#FF3300"	6010
"Vinkovci-Sopot.Vinkovci-Sopot1"	"Z-2909"	"Vinkovci-Sopot"	45.2628	18.7735	6010	"Obelic 2004"	0.05	"#3058e5"	7930
"Visborg"	"nd"	"Visborg"	56.7422	10.1514	7410	""	0.05	"#3058e5"	7410
"Visby.Visby"	"St-4296"	"Visby"	57.6416	18.2955	4870	"Kiel DB 2013"	-0.05	"#FF3300"	4590
"Visby.Visby1"	"St-4297"	"Visby"	57.6416	18.2955	4590	"Kiel DB 2013"	0.05	"#3058e5"	4870
"Vitteaux, Oppidum Myard.Vitteaux, Oppidum Myard"	"Gif-2341"	"Vitteaux, Oppidum Myard"	47.398	4.539	5620	"Delibrias et al. 1974, 35"	-0.05	"#FF3300"	5380
"Vitteaux, Oppidum Myard.Vitteaux, Oppidum Myard1"	"Gif-2343"	"Vitteaux, Oppidum Myard"	47.398	4.539	5380	"Delibrias et al. 1974, 35"	0.05	"#3058e5"	5620
"Vlaardingen.Vlaardingen"	"GrN-2306"	"Vlaardingen"	51.9	4.3167	5060	"Lanting/Mook 1977, 84."	-0.05	"#FF3300"	3600
"Vlaardingen.Vlaardingen1"	"GrN-2286"	"Vlaardingen"	51.9	4.3167	3600	"Lanting/Mook 1977, 82."	0.05	"#3058e5"	5060
"Vlasac.Vlasac"	"OxA-5824"	"Vlasac"	44.5281	22.0408	11200	"Borić  2011"	-0.05	"#FF3300"	7260
"Vlasac.Vlasac1"	"Z-264"	"Vlasac"	44.5281	22.0408	7260	"RC 19, No 1, 1977, 26"	0.05	"#3058e5"	11200
"Vledder"	"GrA-10938"	"Vledder"	52.8575	6.21	7050	"Niekus 2005/2006"	0.05	"#3058e5"	7050
"Vliegveld"	"KIK-362 / UtC-3685"	"Vliegveld"	50.7642	5.0797	10490	"Van Strydonck e.a., 1995"	0.05	"#3058e5"	10490
"Vlijtingen"	"Lv-1117"	"Vlijtingen"	50.7642	5.0797	7050	"Gilot, 1997; Marichal e.a., 1987"	0.05	"#3058e5"	7050
"Voorschoten.Voorschoten"	"GrN-4907"	"Voorschoten"	52.1333	4.4167	4620	"Lanting/Mook 1977, 81."	-0.05	"#FF3300"	3050
"Voorschoten.Voorschoten1"	"GrN-4909"	"Voorschoten"	52.1333	4.4167	3050	"Lanting/Mook 1977, 82."	0.05	"#3058e5"	4620
"Vorbasse"	"K-2751"	"Vorbasse"	55.633	9.083	4130	"Hvass 1978, 232"	0.05	"#3058e5"	4130
"Voronovitsy"	"Ki-6677"	"Voronovitsy"	48.0802	26.6181	7080	"Telegin 2003"	0.05	"#3058e5"	7080
"Vroue Hede"	"K-2424"	"Vroue Hede"	56.4166	9.0666	5360	"Jørgensen 1977, 209."	0.05	"#3058e5"	5360
"Vroue Hede I.Vroue Hede I"	"K-1572"	"Vroue Hede I"	56.4166	9.0666	4760	"Jørgensen 1977, 209."	-0.05	"#FF3300"	4630
"Vroue Hede I.Vroue Hede I1"	"K-2427"	"Vroue Hede I"	56.4166	9.0666	4630	"Jørgensen 1977, 210."	0.05	"#3058e5"	4760
"Vroue Hede Ia"	"K-1566"	"Vroue Hede Ia"	56.4166	9.0666	5240	"Jørgensen 1977, 209."	0.05	"#3058e5"	5240
"Vroue Hede II"	"K-1570"	"Vroue Hede II"	56.4166	9.0666	5740	"Jørgensen 1977, 210."	0.05	"#3058e5"	5740
"Vroue Hede III.Vroue Hede III"	"K-1567"	"Vroue Hede III"	56.4166	9.0666	5080	"Jørgensen 1977, 209."	-0.05	"#FF3300"	4570
"Vroue Hede III.Vroue Hede III1"	"K-1569"	"Vroue Hede III"	56.4166	9.0666	4570	"Jørgensen 1977, 210."	0.05	"#3058e5"	5080
"Vroue Hede VI"	"K-2428"	"Vroue Hede VI"	56.4166	9.0666	5460	"Jørgensen 1977, 209."	0.05	"#3058e5"	5460
"Vršnik-Tarinci.Vršnik-Tarinci"	"H-559/485"	"Vršnik-Tarinci"	41.75	22.15	7730	"CaNew2007"	-0.05	"#FF3300"	7710
"Vršnik-Tarinci.Vršnik-Tarinci1"	"Bln-339a"	"Vršnik-Tarinci"	41.75	22.15	7710	"CaNew2006"	0.05	"#3058e5"	7730
"Vucedol.Vucedol"	"Z-1446"	"Vucedol"	45.3714	19.0047	5200	"Srdoc 1987"	-0.05	"#FF3300"	4520
"Vucedol.Vucedol1"	"Z-1865"	"Vucedol"	45.3714	19.0047	4520	"Benkö 1989"	0.05	"#3058e5"	5200
"Wachberg"	"KN-4520"	"Wachberg"	48.2168	15.3498	4770	"Stadler 1995"	0.05	"#3058e5"	4770
"Wädenswil.Wädenswil"	"ETH-19471"	"Wädenswil"	47.2255	8.8892	4280	"Eberschweiler 1999, 48"	-0.05	"#FF3300"	4130
"Wädenswil.Wädenswil1"	"ETH-19000"	"Wädenswil"	47.2255	8.8892	4130	"Eberschweiler 1999, 48"	0.05	"#3058e5"	4280
"Wadi Faynan 16.Wadi Faynan 16"	"Beta-192521"	"Wadi Faynan 16"	30.62	35.5	12470	"Mithen, Finlayson 2007:461"	-0.05	"#FF3300"	10310
"Wadi Faynan 16.Wadi Faynan 161"	"Beta-209010"	"Wadi Faynan 16"	30.62	35.5	10310	"Mithen, Finlayson 2007:461"	0.05	"#3058e5"	12470
"Wadi Kubbaniya E-78-4.Wadi Kubbaniya E-78-4"	"AA-225"	"Wadi Kubbaniya E-78-4"	24.21	32.85	2770	"Haas 1989, 276"	-0.05	"#FF3300"	2770
"Wadi Kubbaniya E-78-4.Wadi Kubbaniya E-78-41"	"AA-225"	"Wadi Kubbaniya E-78-4"	24.21	32.85	2770	"Haas 1989, 276"	0.05	"#3058e5"	2770
"Wadi Sana Cave I"	"OS-16958"	"Wadi Sana Cave I"	15.61	50.36	5360	"--"	0.05	"#3058e5"	5360
"Wadi Sana Cave II"	"OS-18691"	"Wadi Sana Cave II"	15.61	50.36	5520	"--"	0.05	"#3058e5"	5520
"Wadi Shumlya.Wadi Shumlya"	"OS-16943"	"Wadi Shumlya"	15.59	50.4	6550	"--"	-0.05	"#FF3300"	6550
"Wadi Shumlya.Wadi Shumlya1"	"OS-16943"	"Wadi Shumlya"	15.59	50.4	6550	"--"	0.05	"#3058e5"	6550
"Wadi Wutayya.Wadi Wutayya"	"Hv-12963"	"Wadi Wutayya"	23.56	58.52	8080	"--"	-0.05	"#FF3300"	3810
"Wadi Wutayya.Wadi Wutayya1"	"Hv-12966"	"Wadi Wutayya"	23.56	58.52	3810	"--"	0.05	"#3058e5"	8080
"Wageningen"	"GrN-7099"	"Wageningen"	51.9644	5.6622	4310	"Lanting/Mook 1977, 91."	0.05	"#3058e5"	4310
"Walkemühle, Göttingen"	"H-1899/1381"	"Walkemühle, Göttingen"	51.5215	9.9293	3630	"Kiel DB 3266"	0.05	"#3058e5"	3630
"Walker's Heath.Walker's Heath"	"OxA-6140"	"Walker's Heath"	53.2302	-2.1993	10390	"CBA Radiocarbon Index"	-0.05	"#FF3300"	10390
"Walker's Heath.Walker's Heath1"	"OxA-6140"	"Walker's Heath"	53.2302	-2.1993	10390	"CBA Radiocarbon Index"	0.05	"#3058e5"	10390
"Wallendorf, Hutberg.Wallendorf, Hutberg"	"KN-4902"	"Wallendorf, Hutberg"	51.3597	12.0702	5560	"Müller 2001, 119"	-0.05	"#FF3300"	4710
"Wallendorf, Hutberg.Wallendorf, Hutberg1"	"KN-4901"	"Wallendorf, Hutberg"	51.3597	12.0702	4710	"Müller 2001, 119"	0.05	"#3058e5"	5560
"Wallhöfen.Wallhöfen"	"Hv-5950"	"Wallhöfen"	53.3167	8.8833	4020	"Strahl 1990, Teil 2, 95, Nr. 461A"	-0.05	"#FF3300"	4020
"Wallhöfen.Wallhöfen1"	"Hv-5950"	"Wallhöfen"	53.3167	8.8833	4020	"Strahl 1990, Teil 2, 95, Nr. 461A"	0.05	"#3058e5"	4020
"Walmstorf.Walmstorf"	"Hv-21294"	"Walmstorf"	53.0274	10.5747	4530	"Kiel DB 3274"	-0.05	"#FF3300"	4070
"Walmstorf.Walmstorf1"	"Hv-21296"	"Walmstorf"	53.0274	10.5747	4070	"Kiel DB 3276"	0.05	"#3058e5"	4530
"Wandersleben"	"Bln-2371"	"Wandersleben"	50.9	3.1321	4730	"Müller 2001, 135"	0.05	"#3058e5"	4730
"Wandsworth"	"OxA-3736"	"Wandsworth"	51.4632	-0.1932	10170	"CBA Radiocarbon Index"	0.05	"#3058e5"	10170
"Wang.Wang"	"KN-3737"	"Wang"	47.6132	16.5433	7220	"Stäuble 1994"	-0.05	"#FF3300"	7060
"Wang.Wang1"	"OxA-1537"	"Wang"	47.6132	16.5433	7060	"Stäuble 1994"	0.05	"#3058e5"	7220
"Wange"	"Lv-1116"	"Wange"	51.145	5.745	7230	"Gilot, 1997; Lodewijckx, 1984"	0.05	"#3058e5"	7230
"Wangels"	"KIA-4221"	"Wangels"	54.267	10.767	6250	"Bradtmöller 2007"	0.05	"#3058e5"	6250
"Wangels LA505.Wangels LA505"	"AAR-2782"	"Wangels LA505"	54.2667	10.7667	6380	"Kiel DB 3278"	-0.05	"#FF3300"	4620
"Wangels LA505.Wangels LA5051"	"Ki-4125"	"Wangels LA505"	54.2667	10.7667	4620	"Rassmann 2001, 278"	0.05	"#3058e5"	6380
"Wange / Overhespen.Wange / Overhespen"	"KIK-352 / UtC-3678"	"Wange / Overhespen"	51.2553	4.1883	7040	"Van Strydonck e.a., 1998"	-0.05	"#FF3300"	7040
"Wange / Overhespen.Wange / Overhespen1"	"KIK-352 / UtC-3678"	"Wange / Overhespen"	51.2553	4.1883	7040	"Van Strydonck e.a., 1998"	0.05	"#3058e5"	7040
"Wang-Ziegelberg.Wang-Ziegelberg"	"KN-3738"	"Wang-Ziegelberg"	48.4971	11.9203	7240	"Stäuble 1994"	-0.05	"#FF3300"	7240
"Wang-Ziegelberg.Wang-Ziegelberg1"	"KN-3738"	"Wang-Ziegelberg"	48.4971	11.9203	7240	"Stäuble 1994"	0.05	"#3058e5"	7240
"Warburg I"	"KN-4503"	"Warburg I"	51.489	9.1432	4940	"Raetzel-Fabian 1997, 166 Tab. 45"	0.05	"#3058e5"	4940
"Warburg III"	"KN-4504"	"Warburg III"	51.489	9.1432	5400	"Raetzel-Fabian 1997, 166 Tab. 45"	0.05	"#3058e5"	5400
"Warburg IV.Warburg IV"	"KN-4597"	"Warburg IV"	51.489	9.1432	4920	"Raetzel-Fabian 1997, 166 Tab. 45"	-0.05	"#FF3300"	4920
"Warburg IV.Warburg IV1"	"KN-4597"	"Warburg IV"	51.489	9.1432	4920	"Raetzel-Fabian 1997, 166 Tab. 45"	0.05	"#3058e5"	4920
"Warburg V"	"KN-4598"	"Warburg V"	51.489	9.1432	5300	"Raetzel-Fabian 1997, 166 Tab. 45"	0.05	"#3058e5"	5300
"Warcock Hill"	"Q-789"	"Warcock Hill"	53.5845	-1.9517	9650	"Cambridge XIII, 44"	0.05	"#3058e5"	9650
"Warcock Hill South"	"Q-1185"	"Warcock Hill South"	53.5809	-1.9547	10430	"CBA Radiocarbon Index"	0.05	"#3058e5"	10430
"Wardend "	"GU-2958"	"Wardend "	57.0258	-2.4102	5800	"Ashmore, 2004"	0.05	"#3058e5"	5800
"Warden's Dykes.Warden's Dykes"	"GU-3509"	"Warden's Dykes"	55.0105	-3.0892	5500	"Ashmore, 2004"	-0.05	"#FF3300"	5500
"Warden's Dykes.Warden's Dykes1"	"GU-3509"	"Warden's Dykes"	55.0105	-3.0892	5500	"Ashmore, 2004"	0.05	"#3058e5"	5500
"Waren"	"Bln-3914"	"Waren"	53.5167	12.6833	4210	"Terberger and Piek 1997, 11"	0.05	"#3058e5"	4210
"Warka.Warka"	"H-141-120/-166"	"Warka"	31.28	45.66	4220	"Stuckenrath and Ralph 1965, 188-189"	-0.05	"#FF3300"	4220
"Warka.Warka1"	"H-141-120/-166"	"Warka"	31.28	45.66	4220	"Stuckenrath and Ralph 1965, 188-189"	0.05	"#3058e5"	4220
"Warlin"	"Bln-3984"	"Warlin"	53.574	13.391	5490	"Terberger and Piek 1997, 12"	0.05	"#3058e5"	5490
"Warluis IIc.Warluis IIc"	"GrA-27847"	"Warluis IIc"	49.388	2.1409	10110	"Robinson 2012, Ducrocq 2009"	-0.05	"#FF3300"	9770
"Warluis IIc.Warluis IIc1"	"GrA-23549"	"Warluis IIc"	49.388	2.1409	9770	"Robinson 2012, Ducrocq 2009"	0.05	"#3058e5"	10110
"Warluis Iid"	"GrA-23537"	"Warluis Iid"	49.388	2.1409	9500	"Robinson 2012, Ducrocq 2009"	0.05	"#3058e5"	9500
"Warluis IIIb"	"GrA-23538"	"Warluis IIIb"	49.388	2.1409	11070	"Robinson 2012, Ducrocq 2009"	0.05	"#3058e5"	11070
"Warluis Ivd"	"Erl-10722"	"Warluis Ivd"	49.388	2.1409	10310	"Robinson 2012, Ducrocq 2009"	0.05	"#3058e5"	10310
"Warluis Va1"	"Erl-10712"	"Warluis Va1"	49.388	2.1409	10620	"Robinson 2012, Ducrocq 2009"	0.05	"#3058e5"	10620
"Warluis Va2"	"Erl-10713"	"Warluis Va2"	49.388	2.1409	10450	"Robinson 2012, Ducrocq 2009"	0.05	"#3058e5"	10450
"Warns.Warns"	"GrN-6474"	"Warns"	52.8822	5.4044	9280	"Lanting/vanderPlicht 1997/1998"	-0.05	"#FF3300"	9280
"Warns.Warns1"	"GrN-6474"	"Warns"	52.8822	5.4044	9280	"Lanting/vanderPlicht 1997/1998"	0.05	"#3058e5"	9280
"Wartena"	"GrN-4325"	"Wartena"	53.15	5.8667	8270	"Groningen VII, 123"	0.05	"#3058e5"	8270
"Waskemeer-West"	"GrN-5043"	"Waskemeer-West"	53.0572	6.2814	8430	"Lanting/vanderPlicht 1997/1998"	0.05	"#3058e5"	8430
"Watenstedt"	"KIA-35991"	"Watenstedt"	52.0886	10.8372	5560	"Kiel DB 3328"	0.05	"#3058e5"	5560
"Waubach.Waubach"	"GrN-6000"	"Waubach"	50.9167	6.05	8870	""	-0.05	"#FF3300"	8870
"Waubach.Waubach1"	"GrN-6000"	"Waubach"	50.9167	6.05	8870	""	0.05	"#3058e5"	8870
"Wawcott.Wawcott"	"BM-2719"	"Wawcott"	51.4054	-1.4062	7010	"CBA Radiocarbon Index"	-0.05	"#FF3300"	6040
"Wawcott.Wawcott1"	"BM-449"	"Wawcott"	51.4056	-1.4407	6040	"British Museum VII, 173"	0.05	"#3058e5"	7010
"Wawcott III.Wawcott III"	"BM-826"	"Wawcott III"	51.4091	-1.4248	6960	"British Museum VIII, 31"	-0.05	"#FF3300"	6960
"Wawcott III.Wawcott III1"	"BM-826"	"Wawcott III"	51.4091	-1.4248	6960	"British Museum VIII, 31"	0.05	"#3058e5"	6960
"Wayland's Smithy.Wayland's Smithy"	"OxA-13330"	"Wayland's Smithy"	51.5664	-1.5958	5540	"Whittle, Bayliss & Wysocki 2007"	-0.05	"#FF3300"	5190
"Wayland's Smithy.Wayland's Smithy1"	"OxA-13168"	"Wayland's Smithy"	51.5664	-1.5958	5190	"Whittle, Bayliss & Wysocki 2007"	0.05	"#3058e5"	5540
"Waystone Edge"	"Q-1300"	"Waystone Edge"	53.6205	-2.0121	10700	"CBA Radiocarbon Index"	0.05	"#3058e5"	10700
"Weerselo-Gammelke.Weerselo-Gammelke"	"GrN-29371"	"Weerselo-Gammelke"	52.344	6.8874	8850	"Niekus 2005/2006"	-0.05	"#FF3300"	8840
"Weerselo-Gammelke.Weerselo-Gammelke1"	"GrN-29370"	"Weerselo-Gammelke"	52.344	6.8874	8840	"Niekus 2005/2006"	0.05	"#3058e5"	8850
"Weimar -Lützendorf.Weimar -Lützendorf"	"KIA-3520"	"Weimar -Lützendorf"	51.0005	11.3027	3700	"Kiel DB 3330"	-0.05	"#FF3300"	3700
"Weimar -Lützendorf.Weimar -Lützendorf1"	"KIA-3520"	"Weimar -Lützendorf"	51.0005	11.3027	3700	"Kiel DB 3330"	0.05	"#3058e5"	3700
"Weimar-Lützendorf.Weimar-Lützendorf"	"Ki-4152/KIA-3520"	"Weimar-Lützendorf"	51.0005	11.3027	3700	"Müller 1999, 88"	-0.05	"#FF3300"	3700
"Weimar-Lützendorf.Weimar-Lützendorf1"	"Ki-4152/KIA-3520"	"Weimar-Lützendorf"	51.0005	11.3027	3700	"Müller 1999, 88"	0.05	"#3058e5"	3700
"Weißenfels, Eselsweg.Weißenfels, Eselsweg"	"Bln-1354"	"Weißenfels, Eselsweg"	51.2	11.9667	5420	"Kiel DB 3893"	-0.05	"#FF3300"	4420
"Weißenfels, Eselsweg.Weißenfels, Eselsweg1"	"H-208/236"	"Weißenfels, Eselsweg"	51.2	11.9667	4420	"Breunig 1987, 165"	0.05	"#3058e5"	5420
"Werlaburgdorf \"Lietfeld\" FStNr. 4.Werlaburgdorf \"Lietfeld\" FStNr. 4"	"KIA-33096"	"Werlaburgdorf \"Lietfeld\" FStNr. 4"	52.0455	10.5493	5530	"Kiel DB 3333"	-0.05	"#FF3300"	5530
"Werlaburgdorf \"Lietfeld\" FStNr. 4.Werlaburgdorf \"Lietfeld\" FStNr. 41"	"KIA-33096"	"Werlaburgdorf \"Lietfeld\" FStNr. 4"	52.0455	10.5493	5530	"Kiel DB 3333"	0.05	"#3058e5"	5530
"Westelbeers.Westelbeers"	"GrN-10272"	"Westelbeers"	51.4414	5.2127	8390	"Lanting & van der Plicht 1997/1998"	-0.05	"#FF3300"	7370
"Westelbeers.Westelbeers1"	"GrN-16039"	"Westelbeers"	51.4414	5.2127	7370	"Lanting & van der Plicht 1997/1998"	0.05	"#3058e5"	8390
"Westeregeln.Westeregeln"	"Bln-92"	"Westeregeln"	51.9667	4.1375	7030	"Berlin Date List I"	-0.05	"#FF3300"	3910
"Westeregeln.Westeregeln1"	"Hd-19371"	"Westeregeln"	51.9667	4.1375	3910	"Müller 1999, 88"	0.05	"#3058e5"	7030
"Westhampnett.Westhampnett"	"OxA-4170"	"Westhampnett"	50.8409	-0.7543	9950	"SU877054"	-0.05	"#FF3300"	4790
"Westhampnett.Westhampnett1"	"OxA-4169"	"Westhampnett"	50.8409	-0.7543	4790	"SU877054"	0.05	"#3058e5"	9950
"West Hartlepool.West Hartlepool"	"BM-81"	"West Hartlepool"	54.6805	-1.2244	9790	"CBA Radiocarbon Index"	-0.05	"#FF3300"	9000
"West Hartlepool.West Hartlepool1"	"BM-90"	"West Hartlepool"	54.6805	-1.2244	9000	"CBA Radiocarbon Index"	0.05	"#3058e5"	9790
"West Heath.West Heath"	"OxA-1434"	"West Heath"	51.5647	-0.1877	5510	"CBA Radiocarbon Index"	-0.05	"#FF3300"	890
"West Heath.West Heath1"	"Q-3113"	"West Heath"	51.5647	-0.1877	890	"CBA Radiocarbon Index"	0.05	"#3058e5"	5510
"West Kennet.West Kennet"	"OxA-13199"	"West Kennet"	51.4086	-1.8508	5620	"Bayliss, Whittle & Wysocki 2007"	-0.05	"#FF3300"	4370
"West Kennet.West Kennet1"	"OxA-13202"	"West Kennet"	51.4086	-1.8508	4370	"Bayliss, Whittle & Wysocki 2007"	0.05	"#3058e5"	5620
"Westward Ho.Westward Ho"	"Q-1212"	"Westward Ho"	51.0383	-4.2396	7680	"CBA Radiocarbon Index"	-0.05	"#FF3300"	7240
"Westward Ho.Westward Ho1"	"HAR-5645"	"Westward Ho"	51.0419	-4.2412	7240	"CBA Radiocarbon Index"	0.05	"#3058e5"	7680
"Westwood Ho"	"Q-672"	"Westwood Ho"	51.0383	-4.2396	7470	"CBA Radiocarbon Index"	0.05	"#3058e5"	7470
"Wetton Mill"	"Q-1127"	"Wetton Mill"	53.1035	-1.8566	9920	"Cambridge XIII, 45"	0.05	"#3058e5"	9920
"Wetzleinsdorf.Wetzleinsdorf"	"KN-2228"	"Wetzleinsdorf"	48.4728	16.4153	6430	""	-0.05	"#FF3300"	6190
"Wetzleinsdorf.Wetzleinsdorf1"	"VERA-231"	"Wetzleinsdorf"	48.4599	16.3692	6190	"Stadler 2006"	0.05	"#3058e5"	6430
"Wewelsburg I"	"KN-4498"	"Wewelsburg I"	51.606	8.6529	4910	"Kiel DB 3338"	0.05	"#3058e5"	4910
"Whitwell Long Cairn.Whitwell Long Cairn"	"OxA-4177"	"Whitwell Long Cairn"	53.2672	-1.2023	5960	"Archaeometry 36(2), 1994, 337-374"	-0.05	"#FF3300"	5840
"Whitwell Long Cairn.Whitwell Long Cairn1"	"OxA-4326"	"Whitwell Long Cairn"	53.2672	-1.2023	5840	"SK532748"	0.05	"#3058e5"	5960
"WHS 1065.WHS 1065"	"Beta-57898"	"WHS 1065"	30.87	35.92	10100	"Goring-Morris and Cohern 2005"	-0.05	"#FF3300"	10100
"WHS 1065.WHS 10651"	"Beta-57898"	"WHS 1065"	30.87	35.92	10100	"Goring-Morris and Cohern 2005"	0.05	"#3058e5"	10100
"Wiesbaden, Hebenkies"	"GrN-8009"	"Wiesbaden, Hebenkies"	50.0833	4.587	5350	"Bantelmann et al. 1979/80, 204"	0.05	"#3058e5"	5350
"Wietrzychowice"	"Lod-60"	"Wietrzychowice"	50.191	20.765	5940	"Kiel DB 4029"	0.05	"#3058e5"	5940
"Wijster.Wijster"	"GrN-4577"	"Wijster"	52.85	6.5167	8840	"Groningen VII, 123"	-0.05	"#FF3300"	8460
"Wijster.Wijster1"	"GrN-4575"	"Wijster"	52.85	6.5167	8460	"Groningen VII, 123"	0.05	"#3058e5"	8840
"Wildervank Wv-42.Wildervank Wv-42"	"GrN-29115"	"Wildervank Wv-42"	53.0641	6.8445	9600	"Niekus 2005/2006"	-0.05	"#FF3300"	9600
"Wildervank Wv-42.Wildervank Wv-421"	"GrN-29115"	"Wildervank Wv-42"	53.0641	6.8445	9600	"Niekus 2005/2006"	0.05	"#3058e5"	9600
"Wildervank Wv-500.Wildervank Wv-500"	"GrN-29117"	"Wildervank Wv-500"	53.0734	6.827	9490	"Niekus 2005/2006"	-0.05	"#FF3300"	9490
"Wildervank Wv-500.Wildervank Wv-5001"	"GrN-29117"	"Wildervank Wv-500"	53.0734	6.827	9490	"Niekus 2005/2006"	0.05	"#3058e5"	9490
"Wildeshausen"	"GrN-4058"	"Wildeshausen"	52.9	8.4333	4540	"Kiel DB 3340"	0.05	"#3058e5"	4540
"Willington"	"OxA-4553"	"Willington"	51.7729	-0.4055	5190	"TL100095"	0.05	"#3058e5"	5190
"Windeck bei Melk "	"VERA-907"	"Windeck bei Melk "	48.2269	15.3439	6570	"Stadler 2006"	0.05	"#3058e5"	6570
"Winden am See.Winden am See"	"Bln-107"	"Winden am See"	47.95	16.8333	6620	"Stadler 1995"	-0.05	"#FF3300"	6620
"Winden am See.Winden am See1"	"Bln-107"	"Winden am See"	47.95	16.8333	6620	"Stadler 1995"	0.05	"#3058e5"	6620
"Windhill Hill.Windhill Hill"	"OxA-13760"	"Windhill Hill"	51.4333	-1.8667	5620	"Radon 2013"	-0.05	"#FF3300"	5190
"Windhill Hill.Windhill Hill1"	"BM-74"	"Windhill Hill"	51.4333	-1.8667	5190	"British Museum III, 42"	0.05	"#3058e5"	5620
"Windmill Hill.Windmill Hill"	"OxA-2401"	"Windmill Hill"	51.4401	-1.8748	5470	"Oxford Date List 14"	-0.05	"#FF3300"	5200
"Windmill Hill.Windmill Hill1"	"OxA-2405"	"Windmill Hill"	51.4401	-1.8748	5200	"Oxford Date List 14"	0.05	"#3058e5"	5470
"Wittelsberg.Wittelsberg"	"Hd-16976"	"Wittelsberg"	50.7589	8.8534	4720	"Raetzel-Fabian 2000a, 172"	-0.05	"#FF3300"	4510
"Wittelsberg.Wittelsberg1"	"UtC-3321"	"Wittelsberg"	50.7589	8.8534	4510	"Raetzel-Fabian 2000a, 172"	0.05	"#3058e5"	4720
"Wittislingen"	"Gro-265"	"Wittislingen"	48.6167	10.4167	6900	"Breunig 1987, 126"	0.05	"#3058e5"	6900
"Wittmar \"Lappenberg\" FStNr. 4.Wittmar \"Lappenberg\" FStNr. 4"	"KIA-33084"	"Wittmar \"Lappenberg\" FStNr. 4"	52.1225	10.6382	5600	"Kiel DB 3343"	-0.05	"#FF3300"	5600
"Wittmar \"Lappenberg\" FStNr. 4.Wittmar \"Lappenberg\" FStNr. 41"	"KIA-33084"	"Wittmar \"Lappenberg\" FStNr. 4"	52.1225	10.6382	5600	"Kiel DB 3343"	0.05	"#3058e5"	5600
"Wolkenwehe LA 154.Wolkenwehe LA 154"	"KIA-39186"	"Wolkenwehe LA 154"	53.8185	10.3537	4750	"Kiel DB 3352"	-0.05	"#FF3300"	240
"Wolkenwehe LA 154.Wolkenwehe LA 1541"	"KIA-39181"	"Wolkenwehe LA 154"	53.8185	10.3537	240	"Kiel DB 3347"	0.05	"#3058e5"	4750
"Wolpertswende, Schreckensee.Wolpertswende, Schreckensee"	"H-7574"	"Wolpertswende, Schreckensee"	47.9	9.6167	4730	"Schlichtherle 1999, 38 Abb. 4"	-0.05	"#FF3300"	4380
"Wolpertswende, Schreckensee.Wolpertswende, Schreckensee1"	"H-7582"	"Wolpertswende, Schreckensee"	47.9	9.6167	4380	"Schlichtherle 1999, 38 Abb. 4"	0.05	"#3058e5"	4730
"Worms Head Cave.Worms Head Cave"	"OxA-11128"	"Worms Head Cave"	51.5581	-4.3372	10690	"Meiklejohn 2011"	-0.05	"#FF3300"	9880
